language,game,language_support_type
7,27750,3
7,157600,3
27,18285,2
9,126343,3
7,161279,3
19,213240,2
22,208856,3
27,216827,3
16,216827,3
2,216827,3
3,212165,3
9,216827,3
4,126343,2
2,212165,3
16,126343,2
5,216827,3
5,126343,3
5,126343,2
22,126343,2
24,126343,2
6,126343,3
19,121988,2
19,126343,2
6,126343,2
15,126343,2
14,126343,3
7,145582,1
17,110133,2
27,18197,3
7,164965,3
7,115469,1
2,115469,1
17,110133,3
7,115469,3
2,115469,3
27,89847,3
9,89847,3
16,89847,3
20,89847,3
22,89847,3
7,109644,2
7,109644,3
24,153876,2
21,153876,2
12,18197,3
9,18197,2
15,18197,3
7,164965,2
22,153876,2
12,142035,3
9,168722,3
16,168722,1
27,168722,2
16,168722,2
16,19390,2
9,142035,3
12,145582,2
22,171331,3
17,168722,3
9,145582,2
12,145582,3
22,145582,3
27,145582,3
15,211817,3
9,211817,3
5,211817,3
4,211817,3
26,109644,3
26,216827,3
7,189730,1
24,216827,3
21,142035,3
9,153876,2
16,153876,2
9,18197,3
27,18197,2
7,18197,2
7,162350,3
17,89847,3
12,162350,3
15,89847,3
9,168722,2
7,155888,2
16,168722,3
22,142035,3
7,171331,3
7,171331,1
27,145582,2
12,211817,3
7,110133,3
11,211817,3
9,145582,3
27,211817,3
26,109644,2
6,211817,3
27,142035,3
2,142035,3
17,109644,2
17,142035,3
7,142035,3
3,142035,3
28,216827,3
25,216827,3
3,216827,3
16,142035,3
16,211817,3
20,142035,3
7,18285,3
19,211817,3
7,155807,3
12,213369,2
7,155807,2
9,109644,2
2,211817,3
24,109644,2
27,213369,3
16,109644,2
18,109644,3
16,109644,3
4,109644,3
3,109644,3
4,109644,2
11,109644,2
22,213240,2
18,216827,3
20,216827,3
2,213240,2
6,109644,3
19,216827,3
2,213240,3
27,109644,3
22,216827,3
12,149787,3
15,109644,3
5,109644,2
7,149787,3
27,213369,2
22,109644,3
25,109644,2
7,83974,2
7,212115,2
26,142035,3
12,188903,3
24,170856,3
6,170856,3
19,169830,3
27,170100,3
28,170856,3
4,170856,3
22,169830,3
5,220646,2
26,220646,2
7,121596,2
12,195276,3
16,170856,3
27,159624,2
27,159624,3
7,199526,1
7,164969,3
7,121309,3
7,189730,2
24,142035,3
19,142035,3
14,211817,3
22,211817,3
17,211817,3
23,211817,3
7,121988,3
28,211817,3
12,213369,3
22,149787,3
24,211817,3
27,149787,3
5,109644,3
18,109644,2
23,109644,2
23,109644,3
11,109644,3
3,109644,2
21,216827,3
22,213240,3
27,109644,2
15,109644,2
28,109644,3
7,213369,3
7,213369,2
9,109644,3
28,109644,2
7,212115,3
2,83974,2
7,173564,3
9,213369,2
7,212115,1
9,213369,3
3,18197,2
7,54470,2
16,27750,1
7,213240,1
7,213240,2
7,208856,2
12,213240,2
12,213240,3
2,208856,2
2,89847,3
7,27750,1
12,211138,3
16,89847,1
22,175072,3
14,109644,2
21,109644,2
12,208856,3
22,18285,2
21,18285,2
1,126343,3
22,168722,3
27,168722,3
7,19390,2
7,216827,3
17,109644,3
16,18197,3
27,213240,2
3,18197,3
21,18285,3
3,126343,3
7,157600,1
9,211138,3
27,153876,2
15,216827,3
7,211817,3
22,211138,3
27,213240,1
2,126343,2
14,126343,2
16,208856,3
2,155888,2
19,121988,3
20,18285,2
17,168722,2
1,109644,3
7,212165,2
12,137635,2
7,211687,3
7,108354,2
16,193059,1
9,193059,1
7,193059,3
7,188407,2
17,193059,3
12,193059,1
15,193059,3
7,188407,1
27,193059,3
7,108354,3
15,193059,1
7,188407,3
7,172814,3
22,193059,3
7,148919,3
7,113455,3
2,166764,1
12,137282,3
7,116815,2
15,141838,3
12,116815,3
7,180285,2
21,116815,2
27,180285,2
17,141838,3
22,166764,3
1,166764,3
7,17532,3
7,152188,2
15,152188,2
22,123883,3
2,123883,3
7,190944,3
7,189351,2
21,203917,3
27,5442,2
15,5442,2
22,5442,2
9,5442,2
9,152188,2
17,169830,3
25,170856,3
27,220646,2
19,169830,2
3,220646,2
22,169830,2
28,220646,2
12,220646,2
9,170100,2
17,228198,3
15,195276,3
20,195276,3
2,195276,3
16,195276,3
7,159624,2
22,170100,2
11,170856,3
9,170100,3
24,220646,2
22,220646,2
27,220646,3
21,195276,3
23,220646,2
12,209240,3
7,157026,3
3,159111,3
7,186414,2
17,113648,2
20,209240,3
9,133425,3
7,10652,3
22,159111,3
1,196201,2
2,113648,2
7,159111,3
1,196201,3
24,209240,3
24,159111,3
12,196201,2
7,10652,2
7,162694,1
7,171399,3
15,196201,3
27,196201,3
16,196201,1
21,196201,2
7,16942,2
3,196201,3
7,174422,1
7,113648,3
3,196201,2
12,174422,3
7,162694,3
17,193059,1
7,193059,1
7,147363,1
23,211687,3
7,181489,3
7,208603,3
7,137635,2
19,211687,3
22,137635,2
7,112470,3
22,118089,3
16,201533,3
2,96514,2
21,151490,3
17,96514,2
9,201533,3
7,156831,3
2,96514,3
7,195945,2
15,195945,1
1,158250,2
28,158250,2
12,172997,1
12,172997,3
20,195945,1
25,158250,1
6,158250,1
7,196036,1
22,188866,3
21,203914,2
7,18425,2
7,147556,2
21,203914,3
7,203737,3
7,188866,2
2,196119,2
16,131697,2
14,163535,2
9,130250,2
21,163535,1
1,163535,3
28,163535,1
15,135823,3
4,163535,3
21,117707,3
16,117707,3
12,117707,3
20,117707,2
12,117707,1
9,163535,1
12,163535,2
15,163535,1
12,122104,3
27,163535,3
22,141162,2
2,117707,2
22,163535,3
26,117707,1
26,117707,3
7,147805,2
7,122037,3
9,207323,2
16,213243,3
3,213243,3
27,167562,2
7,153554,3
7,155290,3
12,213243,3
22,213243,3
6,36307,2
9,36307,3
7,213243,3
6,36307,3
12,129672,2
7,113512,1
7,145462,1
22,36307,3
7,167562,2
6,207323,2
6,207323,3
16,122037,3
12,167562,3
7,190350,2
7,195670,3
7,157953,2
22,190350,3
7,198973,3
7,198974,3
12,193059,3
7,154271,3
7,212129,3
7,8982,1
7,8982,3
22,193059,1
22,211687,3
2,193059,3
9,193059,3
7,172814,2
12,211687,3
7,211388,3
16,211687,3
7,208603,1
27,211687,3
22,118089,2
7,156388,3
7,157613,3
17,96514,3
7,189752,1
7,96514,2
7,187565,2
9,170949,3
7,128247,3
7,128247,1
17,190352,3
7,123508,3
27,156831,3
16,96514,3
16,96514,2
13,158250,1
27,195945,2
7,165135,3
7,162822,1
7,188866,3
27,18425,2
13,158250,2
28,158250,1
27,195945,3
5,158250,1
7,195945,3
2,18425,3
22,188834,3
7,162822,3
15,195945,2
2,18425,2
12,18425,2
22,150994,3
15,195945,3
7,188834,3
7,196119,2
12,188834,3
12,196119,2
20,195945,3
21,195945,1
16,196119,2
5,158250,2
7,131697,3
20,163535,2
14,163535,1
16,141162,3
15,117707,3
9,141162,3
1,117707,3
27,117707,1
27,117707,3
1,117707,1
1,117707,2
15,135823,1
6,135823,3
6,117707,3
22,35526,2
2,163535,2
17,163535,1
16,117707,1
11,163535,3
16,117707,2
20,135823,3
18,117707,3
19,117707,1
19,117707,3
11,163535,1
5,163535,2
3,135823,1
7,141162,3
11,117707,2
9,9093,2
15,9093,2
12,137635,3
7,212129,1
2,137635,2
7,112746,1
7,118089,3
7,112746,2
12,118089,3
27,118089,2
2,147550,3
2,118089,3
7,118089,2
12,201533,3
2,147550,2
22,96514,2
7,187565,3
7,157613,2
2,118089,2
7,201533,3
12,96514,3
7,196570,2
7,96514,3
3,96514,2
17,190352,2
7,81241,1
7,149465,3
12,156831,3
12,35526,2
7,135823,1
28,163535,2
7,126220,2
7,128085,3
7,128085,1
7,191156,3
23,135823,2
24,135823,3
16,191156,3
26,135823,2
16,163535,2
26,135823,3
24,135823,2
26,135823,1
7,130250,1
7,161047,1
5,117707,1
27,135823,1
2,135823,3
20,135823,2
12,135823,1
9,135823,3
3,135823,2
22,117707,1
23,117707,2
9,135823,2
23,117707,1
25,117707,3
6,163535,2
18,163535,3
25,163535,3
24,163535,2
25,163535,2
28,117707,2
21,203917,2
12,141838,3
7,186811,1
21,203917,1
21,115303,3
7,200381,3
21,115303,2
22,87965,3
7,203980,2
7,164251,3
2,180285,2
20,166764,1
7,196350,2
7,166764,1
22,137282,3
7,160999,3
27,87965,3
7,151418,3
7,160999,1
19,137282,3
19,137282,2
16,87965,2
9,137282,2
7,155486,3
22,155486,3
17,87965,3
7,158435,3
7,148919,1
7,148919,2
9,211687,3
7,196119,1
22,188866,2
9,195945,3
27,196119,2
7,203914,3
4,158250,2
2,188834,3
27,195945,1
7,8582,3
12,195945,3
13,158250,3
7,197044,3
26,158250,1
22,196119,2
7,172997,1
24,158250,2
6,158250,2
9,188834,3
20,188834,3
27,150994,3
22,18425,2
12,195945,2
7,196119,3
7,165135,2
2,105410,3
18,158250,2
16,105410,3
11,158250,1
14,158250,1
7,216548,3
12,150994,3
12,196119,3
9,195945,1
7,110584,1
7,131697,2
22,196119,3
2,196119,3
7,110584,3
16,131697,3
17,196119,3
3,163535,3
5,163535,3
19,135823,1
7,155852,3
3,163535,1
27,35526,2
5,117707,2
17,135823,2
21,163535,2
1,135823,3
17,135823,1
12,117707,2
21,163535,3
9,163535,2
3,163535,2
7,150299,1
14,117707,1
9,117707,1
9,117707,2
9,117707,3
19,135823,3
22,130250,2
7,122104,2
21,135823,1
11,117707,3
6,163535,1
23,163535,2
23,163535,1
3,117707,3
2,130250,2
14,117707,2
7,130250,3
22,9093,3
16,135823,1
4,135823,2
7,122104,3
16,141162,1
17,135823,3
22,9093,2
17,117707,3
20,135823,1
16,135823,3
1,135823,1
7,141162,2
9,167562,2
7,31912,2
7,147363,3
2,193059,1
17,137635,2
7,204030,3
7,31912,3
16,193059,3
16,137635,2
27,137635,2
17,211687,3
27,193059,1
7,81241,3
7,199387,3
22,156831,3
2,141162,2
22,191156,3
15,117707,2
4,135823,3
22,163535,2
12,135823,3
20,117707,3
2,117707,3
2,191156,3
4,117707,1
4,117707,2
4,117707,3
7,35526,2
22,117707,2
23,117707,3
17,163535,2
6,163535,3
19,163535,2
18,163535,2
18,163535,1
24,163535,3
20,163535,3
24,163535,1
24,117707,2
25,117707,2
24,117707,1
28,117707,1
28,117707,3
14,117707,3
24,117707,3
26,117707,2
25,117707,1
23,36307,2
27,207323,2
22,167562,3
15,207323,3
15,36307,2
7,86501,3
21,137282,2
7,190149,1
7,141838,3
2,87965,2
7,127706,3
12,5442,2
9,87965,2
22,180285,2
7,127706,1
2,87965,3
7,170552,2
21,155048,3
2,137282,3
12,203980,3
7,170730,3
7,170552,3
16,87965,3
3,137282,3
7,123883,3
7,170552,1
7,160999,2
7,87965,3
9,87965,3
7,87965,2
7,36335,2
9,137282,3
12,87965,2
20,137282,2
21,137282,3
20,137282,3
27,137282,2
7,137282,1
16,180285,2
7,149578,2
27,141838,3
22,166764,1
21,137635,2
7,211388,1
9,137635,2
2,211687,3
7,187565,1
7,155814,3
27,201533,3
7,170949,3
7,196570,3
22,96514,3
27,96514,2
7,157613,1
27,156388,3
2,201533,3
27,96514,3
12,96514,2
7,172740,2
7,172740,1
7,196570,1
7,189752,2
7,189752,3
7,172740,3
7,112746,3
12,118089,2
27,118089,3
3,96514,3
22,170949,3
7,123508,1
27,188834,3
7,147556,3
2,18425,1
9,150994,3
7,203914,2
23,158250,1
19,158250,2
23,158250,2
19,158250,1
26,158250,2
7,150994,3
7,165135,1
7,190285,3
25,158250,2
7,150994,1
14,158250,2
12,195945,1
7,105410,3
15,188834,3
4,158250,1
7,172997,3
11,158250,2
18,158250,1
7,195945,1
21,195945,3
15,196119,3
9,195945,2
27,196119,3
15,196119,2
16,196119,3
7,197044,2
9,196119,3
21,195945,2
20,195945,2
21,196119,3
17,196119,2
9,196119,2
21,196119,2
24,158250,1
18,135823,2
6,135823,2
1,163535,2
1,163535,1
14,163535,3
9,141162,2
2,141162,1
9,141162,1
15,117707,1
27,117707,2
18,135823,1
22,155852,3
5,135823,2
22,130250,3
18,135823,3
7,64764,3
17,117707,1
4,135823,1
7,163535,1
21,135823,3
25,135823,3
22,141162,3
7,122104,1
21,191156,3
3,117707,1
7,126220,3
28,135823,2
7,117707,3
2,163535,1
11,117707,1
25,135823,2
2,163535,3
17,163535,3
28,163535,3
4,163535,2
6,117707,2
18,117707,1
18,117707,2
17,117707,2
7,150299,3
12,135823,2
2,141162,3
16,141162,2
11,163535,2
22,141162,1
5,163535,1
1,135823,2
15,135823,2
2,135823,2
6,117707,1
12,163535,1
7,163535,2
7,163535,3
22,135823,3
15,163535,3
27,163535,2
12,163535,3
2,130250,3
9,163535,3
23,135823,1
19,135823,2
12,122104,2
23,135823,3
19,117707,2
28,135823,1
26,163535,2
26,163535,1
17,141162,2
7,150299,2
17,141162,1
7,198975,3
7,198976,3
7,198977,3
7,198964,3
7,198993,3
7,198994,3
7,198965,3
7,198966,3
7,198967,3
7,198968,3
7,198969,3
7,198970,3
7,198971,3
7,198972,3
7,198979,3
7,199422,3
7,199431,3
7,201808,3
7,201832,3
7,201293,3
7,201769,3
7,201720,3
7,201772,3
2,238657,3
7,238658,3
24,238657,1
7,238654,2
17,238657,3
9,238675,2
12,238657,3
15,238656,3
24,238675,2
7,238676,3
7,238676,2
12,238657,1
7,238675,1
7,238655,2
22,238657,3
22,238657,1
20,117707,1
7,117707,1
15,163535,2
7,117707,2
22,135823,1
27,163535,1
19,163535,3
16,163535,3
26,163535,3
4,163535,1
6,135823,1
21,117707,1
7,141162,1
7,135823,2
17,141162,3
7,161047,2
2,135823,1
7,126220,1
27,135823,2
21,135823,2
23,163535,3
27,191156,3
24,135823,1
3,117707,2
28,135823,3
9,130250,3
9,191156,3
16,163535,1
2,117707,1
7,130250,2
5,117707,3
7,161047,3
27,135823,3
16,135823,2
7,135823,3
2,35526,2
25,135823,1
21,117707,2
19,35526,2
5,135823,3
3,135823,3
5,135823,1
9,135823,1
22,117707,3
19,163535,1
22,163535,1
20,163535,1
25,163535,1
27,207323,3
15,207323,2
9,207323,3
7,155336,3
27,167562,3
12,36307,3
12,36307,2
7,195670,1
9,167562,3
2,165122,1
16,143934,3
7,147805,3
15,36307,3
7,36307,3
27,213243,3
27,36307,3
28,167562,3
9,36307,2
15,213243,3
22,36307,2
7,165122,3
28,167562,2
7,129672,3
12,207323,2
7,145462,3
7,190350,3
7,129672,2
20,207323,2
7,113512,2
7,202467,3
20,207323,3
7,202467,1
7,157953,3
22,190350,2
7,195670,2
7,202467,2
7,199417,3
7,199433,3
7,199428,3
7,198980,3
7,165122,2
12,167562,2
20,36307,2
23,36307,3
2,213243,3
7,35561,3
7,157826,2
2,165122,3
12,207323,3
7,157826,1
7,36307,2
12,129672,3
7,147805,1
22,167562,2
7,157826,3
2,165122,2
27,36307,2
20,36307,3
7,167562,3
2,190350,3
2,190350,2
7,113512,3
7,199432,3
7,198978,3
7,199430,3
7,201645,3
7,201644,3
7,201207,3
7,201831,3
27,238657,3
16,238675,2
27,238675,3
17,238657,1
15,238774,2
16,238767,2
7,238775,2
7,238764,3
7,238778,2
7,238772,2
7,238773,3
24,238774,2
9,238768,3
9,238770,3
7,238772,1
27,238768,3
7,238772,3
7,238768,2
12,238768,3
7,238774,3
26,238774,2
24,238771,2
2,238771,3
25,238774,2
16,238774,3
20,238774,3
12,238774,2
7,238778,3
16,238774,2
7,238776,3
7,238765,1
2,238774,3
17,238767,3
9,238767,3
24,238771,3
17,238774,3
18,238767,3
21,238768,3
19,238767,3
16,238768,3
7,238760,2
21,238767,3
2,238768,3
7,238761,3
21,238767,2
7,238781,2
2,238779,3
7,238781,3
16,238780,3
7,238784,3
27,238797,3
9,238779,3
7,238799,2
7,238780,2
22,238801,3
7,238833,1
7,238833,3
7,238802,3
7,238833,2
9,151418,3
22,87965,2
7,190149,3
7,87965,1
17,87965,2
20,166764,3
15,137282,3
9,23657,3
12,87965,3
2,200381,2
7,186811,2
7,166764,3
7,5442,2
7,196350,3
12,137282,2
27,151418,3
27,137282,3
7,200381,2
15,137282,2
7,36335,3
7,186811,3
2,137282,2
22,137282,2
7,203980,3
27,123883,3
7,36335,1
3,137282,2
27,87965,2
7,137282,3
2,200381,3
7,137282,2
7,116815,3
22,159624,2
7,121596,1
7,199526,3
7,169830,2
14,220646,2
17,169830,2
27,209240,3
7,191817,3
2,159111,3
2,113648,3
7,112397,3
16,155871,3
2,186414,2
7,191817,2
16,167228,2
7,161649,2
21,154460,3
9,215984,2
7,113260,3
7,196694,2
7,215984,1
7,69355,1
7,160526,3
7,69355,2
7,163277,2
7,219531,1
7,219531,2
15,69355,2
27,8232,2
7,8232,1
9,190153,2
7,113260,1
27,212233,3
7,118235,2
7,17385,3
9,8232,3
7,8232,3
7,154460,1
7,149416,3
12,8232,3
7,171687,1
7,111724,3
7,30179,2
7,171687,3
7,30179,1
22,8232,3
7,171118,3
9,135158,2
27,135158,2
7,217009,3
6,167308,3
21,167308,2
15,167308,3
2,215984,2
9,167308,3
7,192637,3
12,151418,3
2,141838,3
9,116815,3
27,166764,1
9,116815,2
12,116815,2
27,116815,2
7,149578,1
21,116815,3
12,180285,2
12,166764,1
2,166764,3
7,158023,3
2,196350,3
7,193032,3
7,193032,1
7,17532,2
12,152188,3
7,193032,2
12,23657,3
12,152188,2
27,152188,3
15,152188,3
7,23657,3
27,152188,2
16,123883,3
7,190944,1
7,178161,2
7,203917,3
7,178161,1
7,190944,2
7,203917,2
9,152188,3
7,156666,3
7,152188,3
12,115303,2
7,221109,3
7,172105,2
12,169830,3
7,169830,1
17,220646,3
16,16841,3
12,169830,2
19,205427,3
20,170856,3
15,169830,3
27,169830,2
7,16841,3
24,169830,2
9,205427,3
27,169830,3
2,169830,2
7,74163,3
3,228198,3
2,228198,3
18,170856,3
6,220646,2
2,169830,3
15,220646,2
11,220646,2
1,220646,2
21,169830,2
2,170100,3
4,220646,2
7,188903,3
2,170100,2
27,170100,1
25,220646,2
7,121596,3
9,195276,3
22,195276,3
12,159624,3
3,195276,3
7,167781,3
12,170100,3
22,170100,1
9,159624,2
9,159624,3
6,205427,3
20,205427,3
22,205427,3
1,170856,3
7,205427,3
26,170856,3
9,170856,3
18,220646,2
17,170856,3
22,170100,3
21,141838,3
16,141838,3
7,149578,3
27,166764,3
22,141838,3
12,166764,3
15,116815,3
1,166764,1
27,116815,3
15,116815,2
2,164251,3
21,23657,3
27,23657,3
2,23657,3
2,196350,2
9,123883,3
7,189351,3
19,5442,2
7,156666,2
7,156666,1
7,115303,3
12,115303,3
7,115303,1
7,189071,3
7,115303,2
7,166937,2
7,189071,1
7,166937,3
7,178161,3
7,172105,3
7,195276,3
20,220646,2
4,205427,3
7,169830,3
22,170856,3
24,169830,3
19,170856,3
15,169830,2
9,169830,3
16,220646,2
16,169830,2
9,169830,2
12,170100,2
27,195276,3
16,169830,3
27,170100,2
21,169830,3
12,159624,2
23,170856,3
7,121309,2
7,121309,1
14,170856,3
5,170856,3
7,170100,3
2,170856,3
19,220646,2
7,126750,2
21,220646,2
7,126750,3
12,220646,3
2,220646,2
7,87764,3
7,150707,1
16,87764,2
12,118458,3
2,128140,3
7,185048,3
7,34734,3
7,118458,1
7,185048,1
16,112144,2
3,112144,3
7,69388,3
7,165125,3
17,109096,3
21,118458,2
7,171634,3
7,171634,2
7,69388,2
7,117460,1
7,189566,2
9,156256,3
7,149880,2
7,159007,3
17,186485,2
7,201397,2
7,171729,3
7,162863,3
22,159624,3
15,205427,3
2,205427,3
7,170100,2
23,228198,3
22,228198,3
15,170856,3
27,170856,3
28,209240,3
7,191817,1
22,186414,3
15,209240,3
2,186414,3
2,209240,3
7,209240,3
3,209240,3
7,133425,3
17,113648,3
21,209240,3
7,196201,3
15,196201,2
16,113648,3
16,113648,2
20,159111,3
7,16942,1
12,196201,3
7,167228,3
9,196201,2
21,196201,3
7,113648,2
27,174422,2
27,174422,3
7,157649,2
22,107886,2
7,157649,3
16,167228,3
7,186414,3
7,167228,2
7,161649,3
7,123704,3
7,149909,3
7,69355,3
7,159317,3
27,69355,3
7,170385,3
17,69355,2
7,171687,2
12,8232,2
7,143150,3
22,157706,2
2,69355,2
19,17385,3
15,8232,3
7,157706,3
27,8232,1
22,8232,2
7,114406,2
22,69355,2
22,114406,2
16,69355,2
22,69355,3
7,212233,3
7,212233,2
19,8232,2
7,204485,3
19,8232,3
7,149416,1
16,69355,3
7,157882,3
27,135158,3
9,135158,3
7,111724,2
12,135158,2
7,147030,1
12,215984,3
7,147030,3
7,196694,1
12,215984,1
7,110994,3
22,215984,2
27,215984,1
2,215984,3
22,215984,3
27,215984,2
12,167308,2
7,167308,3
27,167308,2
27,167308,3
20,220646,3
12,170856,3
7,199526,2
7,170856,3
7,126750,1
17,220646,2
7,159624,3
7,202594,3
2,220646,3
7,155871,3
9,159111,3
22,186414,2
9,209240,3
7,196201,2
27,196201,2
9,196201,3
22,209240,3
22,133425,3
7,161649,1
7,174422,2
7,10652,1
7,174422,3
3,113648,2
3,113648,3
12,174422,2
5,174422,2
7,167228,1
7,157649,1
7,160526,1
9,215984,3
7,157792,3
12,154460,3
7,193231,2
2,217491,2
7,219531,3
3,167308,3
12,69355,2
7,173438,3
12,135158,3
15,69355,3
7,104509,3
7,154460,3
9,69355,2
27,212233,2
9,69355,3
7,135158,3
7,83984,3
7,135158,2
7,160951,1
7,160951,2
7,135158,1
6,167308,2
7,159317,2
7,173438,2
15,154460,3
2,217491,1
7,111724,1
9,154460,3
16,143150,3
7,163713,2
7,163713,1
22,157706,1
7,163277,1
7,157706,2
7,17385,1
2,217491,3
22,157706,3
2,69355,3
27,8232,3
7,157706,1
7,77538,3
15,77538,3
21,219625,2
22,123531,2
22,123531,3
7,150971,3
9,123800,3
6,204627,3
27,165720,3
7,32527,2
19,204627,3
7,93662,2
7,156154,2
17,204627,2
7,150971,1
7,150971,2
7,161746,2
16,204627,2
5,174422,3
15,133425,3
7,107886,3
22,107886,3
27,133425,3
3,167228,3
12,133425,3
16,167228,1
3,167228,2
7,107886,2
7,160526,2
12,69355,3
15,8232,2
12,83984,3
7,8232,2
28,167308,3
27,69355,2
7,196694,3
2,83984,3
19,17385,2
7,149909,1
7,173438,1
27,154460,3
7,157882,1
7,163713,3
7,17385,2
7,123704,2
17,69355,3
7,114406,3
22,114406,3
22,69355,1
7,173056,1
7,30179,3
7,171118,2
21,8232,2
7,171118,1
22,143150,3
7,163277,3
7,217009,2
7,217009,1
7,215984,2
12,215984,2
27,215984,3
7,215984,3
12,167308,3
19,167308,2
22,167308,2
7,129241,2
6,205305,3
4,205305,3
7,172989,3
21,219625,3
7,196426,3
2,167581,3
7,181046,3
7,167581,3
15,196426,3
3,214544,3
7,117135,2
7,219625,2
2,174088,2
7,29504,2
2,205408,3
17,115793,3
7,119620,3
4,205408,3
16,154345,1
22,192645,1
17,154345,3
22,154345,3
22,192645,3
2,115793,3
16,154345,2
23,154345,2
27,211412,3
17,154345,2
15,211412,3
24,154345,3
17,135431,3
2,201500,2
24,154345,2
7,217050,3
16,201500,2
3,142561,3
16,104239,2
2,142561,3
19,17357,3
9,17357,2
19,167308,3
7,106584,3
22,167308,3
21,167308,3
2,167308,2
2,167308,3
7,173056,3
9,8232,2
21,8232,3
7,160951,3
9,205305,3
3,149934,3
7,131632,2
7,172989,1
7,193021,1
3,149934,2
7,172989,2
3,214544,2
15,214544,3
19,205305,3
2,205305,3
22,205305,3
7,117135,3
7,160566,3
2,77538,3
16,77538,3
3,77538,3
21,77538,3
21,214544,3
19,77538,3
7,93058,3
15,205305,3
7,192637,2
7,131632,3
7,196426,2
22,77538,3
7,217444,1
7,214544,3
27,214544,2
7,214544,2
1,214544,3
7,217444,2
1,214544,2
26,77538,3
25,77538,3
9,214544,3
15,214544,2
7,129241,3
7,174088,3
7,29504,3
17,123800,3
9,165720,3
19,204627,2
7,156154,1
27,123800,3
7,156154,3
7,123800,3
7,161746,3
6,204627,2
7,163666,3
7,191326,3
7,123531,2
25,123800,3
7,132981,3
24,204627,3
7,123531,3
16,161746,2
12,204627,3
2,161746,3
7,17723,3
12,165720,3
15,165720,3
16,161746,3
3,161746,3
3,161746,2
7,165720,3
7,165720,1
2,123800,3
27,204627,2
7,218706,3
20,123800,3
9,17723,3
2,17723,3
19,123800,3
7,36964,2
7,163613,2
9,204627,3
7,163666,2
7,193021,3
7,193021,2
7,29504,1
9,77538,3
20,205305,3
24,77538,3
27,77538,3
7,205305,3
12,214544,2
2,174088,3
7,217444,3
21,214544,2
17,77538,3
7,131632,1
9,214544,2
27,214544,3
6,77538,3
15,196426,2
12,214544,3
2,174088,1
7,160566,1
7,219625,3
16,214544,1
7,117135,1
7,160566,2
7,192728,3
7,129241,1
7,119095,1
7,174088,2
7,119095,3
12,77538,3
20,204627,2
1,204627,3
21,204627,2
7,127605,3
16,204627,3
7,140157,1
7,163613,1
7,204627,2
7,163613,3
7,163666,1
7,169537,3
7,201570,3
22,204627,3
20,204627,3
22,204627,2
15,204627,3
16,186485,2
7,166118,1
11,171729,3
7,120754,2
7,186485,2
9,35146,3
7,156256,1
7,129075,3
7,186485,3
7,112144,2
12,109096,3
7,166118,2
12,120754,3
7,128140,3
12,112144,2
27,112144,2
27,112144,1
9,112144,2
16,112144,1
7,149576,2
3,87764,2
20,171729,3
7,167939,3
16,167939,3
7,189566,1
7,167939,2
22,156256,3
22,156256,2
12,156256,3
4,156256,3
19,195646,2
15,168510,1
28,168510,1
27,186411,2
1,168510,3
27,168510,3
9,168510,2
9,168510,1
14,168510,3
1,168510,1
21,168510,2
16,123800,3
16,126688,3
15,204627,2
27,204627,3
22,132981,3
7,201570,1
2,161746,2
1,204627,2
12,204627,2
7,59571,3
16,161746,1
7,204627,3
12,123800,3
22,123800,3
9,204627,2
7,36964,3
24,204627,2
7,142628,3
17,17723,3
7,140157,2
12,142628,3
22,17723,3
15,123800,3
7,140157,3
2,204627,2
2,204627,3
7,162863,1
16,186485,3
7,166118,3
7,150707,3
6,131324,3
21,171729,3
7,156256,2
22,35146,3
15,112144,2
2,109096,3
16,87764,1
7,112144,1
7,129075,1
26,171729,3
1,171729,3
7,163889,1
7,118458,2
7,163889,3
7,160370,1
27,35146,3
9,109096,3
27,109096,3
27,118458,3
7,117460,3
7,171634,1
7,207649,1
7,139342,3
7,139342,2
21,139342,1
7,189566,3
3,165125,1
9,139342,3
3,165125,3
16,167939,2
16,167939,1
15,156256,3
7,207649,3
22,118458,3
22,118458,2
22,156256,1
2,118458,3
27,118458,2
21,118458,3
7,212960,3
22,120754,3
16,120754,3
17,120754,3
2,120754,3
7,201397,3
12,171729,3
7,125111,3
15,171729,3
27,141268,3
18,171729,3
24,171729,3
22,171729,3
16,171729,3
23,171729,3
9,131324,3
26,168510,1
21,168510,1
12,133053,1
21,204627,3
7,32527,3
17,204627,3
3,204627,2
3,204627,3
7,120754,3
12,35146,3
7,120754,1
7,151696,3
7,190210,2
12,118458,2
7,35146,3
7,156256,3
15,112144,1
2,118458,2
15,118458,3
7,190210,1
19,131324,3
7,162863,2
7,129075,2
16,109096,3
27,120754,3
20,109096,3
9,173784,2
27,156256,3
2,156256,3
7,165125,2
15,118458,2
7,190210,3
6,171729,3
9,173784,3
12,112144,1
9,112144,1
27,131324,3
3,87764,3
7,149576,3
7,149576,1
16,87764,3
7,160370,3
7,160370,2
7,109096,3
7,87764,2
3,112144,1
3,112144,2
7,118458,3
17,171729,3
7,154120,3
9,139342,2
3,109096,3
17,186485,3
21,139342,2
21,139342,3
7,199646,3
3,165125,2
7,149880,1
7,212960,1
7,212960,2
20,120754,3
7,149880,3
19,171729,3
25,171729,3
14,171729,3
7,149856,2
2,171729,3
9,141268,3
7,131324,3
3,171729,3
22,28751,3
7,160726,3
15,168510,2
7,133053,3
7,133053,2
26,168510,3
18,168510,1
19,168510,1
12,28751,2
22,186411,3
7,197109,2
